x.,date,warehouse,itemcode,item.description,qty
NA,2013-05-23T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-05-22T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-05-21T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2013-05-20T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2013-05-19T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-05-18T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-05-17T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2013-05-16T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2013-05-15T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-05-14T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2013-05-13T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-05-12T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-05-11T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-05-10T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2013-05-09T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-05-08T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-05-07T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2013-05-06T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",6
NA,2013-05-05T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",6
NA,2013-05-04T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2013-05-03T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-05-02T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-05-01T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-04-30T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
NA,2013-04-29T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-04-28T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-04-27T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2013-04-26T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-04-25T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-04-24T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-04-23T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-04-22T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2013-04-21T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2013-04-20T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2013-04-19T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2013-04-18T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-04-17T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-04-16T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-04-15T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2013-04-14T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-04-13T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
NA,2013-04-12T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2013-04-11T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-04-10T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2013-04-09T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-04-08T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2013-04-07T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2013-04-06T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2013-04-05T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2013-04-04T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-04-03T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2013-04-02T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-04-01T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2013-03-31T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-03-30T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-03-29T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
NA,2013-03-28T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2013-03-27T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-03-26T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-03-25T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2013-03-24T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2013-03-23T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-03-22T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-03-21T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-03-20T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-03-19T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-03-18T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-03-17T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2013-03-16T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-03-15T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-03-14T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-03-13T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-03-12T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",6
NA,2013-03-11T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-03-10T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-03-09T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-03-08T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
NA,2013-03-07T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-03-06T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-03-05T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-03-04T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-03-03T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-03-02T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2013-03-01T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-02-28T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-02-27T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-02-26T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",6
NA,2013-02-25T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-02-24T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-02-23T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2013-02-22T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-02-21T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2013-02-20T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-02-19T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-02-18T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-02-17T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2013-02-16T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-02-15T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-02-14T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-02-13T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2013-02-12T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-02-11T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-02-10T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",6
NA,2013-02-09T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-02-08T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-02-07T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2013-02-06T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2013-02-05T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2013-02-04T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2013-02-03T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2013-02-02T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-02-01T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-01-31T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
NA,2013-01-30T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-01-29T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-01-28T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
NA,2013-01-27T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-01-26T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-01-25T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2013-01-24T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-01-23T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-01-22T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-01-21T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-01-20T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2013-01-19T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2013-01-18T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2013-01-17T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2013-01-16T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
NA,2013-01-15T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2013-01-14T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-01-13T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2013-01-12T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2013-01-11T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2013-01-10T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-01-09T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
NA,2013-01-08T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-01-07T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-01-06T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2013-01-05T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2013-01-04T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2013-01-03T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2013-01-02T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2013-01-01T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2012-12-31T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2012-12-30T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2012-12-29T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2012-12-28T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2012-12-27T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2012-12-26T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2012-12-25T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2012-12-24T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2012-12-23T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2012-12-22T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2012-12-21T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
NA,2012-12-20T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2012-12-19T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2012-12-18T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2012-12-17T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2012-12-16T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2012-12-15T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2012-12-14T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2012-12-13T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2012-12-12T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2012-12-11T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2012-12-10T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2012-12-09T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2012-12-08T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2012-12-07T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",6
NA,2012-12-06T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2012-12-05T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2012-12-04T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2012-12-03T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2012-12-02T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2012-12-01T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2012-11-30T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",6
NA,2012-11-29T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2012-11-28T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2012-11-27T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2012-11-26T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2012-11-25T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2012-11-24T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2012-11-23T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2012-11-22T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",6
NA,2012-11-21T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2012-11-20T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2012-11-19T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2012-11-18T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2012-11-17T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2012-11-16T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2012-11-15T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2012-11-14T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",6
NA,2012-11-13T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2012-11-12T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2012-11-11T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2012-11-10T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2012-11-09T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2012-11-08T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2012-11-07T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",2
NA,2012-11-06T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2012-11-05T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2012-11-04T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2012-11-03T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2012-11-02T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2012-11-01T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",10
NA,2012-10-31T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2012-10-30T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
NA,2012-10-29T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",15
NA,2012-10-28T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2012-10-27T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2012-10-26T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2012-10-25T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",5
NA,2012-10-24T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2012-10-23T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2012-10-22T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",6
NA,2012-10-21T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2012-10-20T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",8
NA,2012-10-19T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2012-10-18T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2012-10-17T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2012-10-16T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",12
NA,2012-10-15T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2012-10-14T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",3
NA,2012-10-13T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",9
NA,2012-10-12T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2012-10-11T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2012-10-10T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2012-10-09T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2012-10-08T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",7
NA,2012-10-07T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",14
NA,2012-10-06T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",11
NA,2012-10-05T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",13
NA,2012-10-04T00:00:00Z,Warehouse-1,SKU-1755,"Veg, BioOil - Fish (1.5lit) UNIT",4
